date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:53:04	16507/16507	---M--	200	added ('OK')	image/png	etag:%22407b-5909a33aea480%22	http://pospal.com.au/wp-content/themes/appai/assets/img/bg/10.png	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/themes/appai/assets/img/bg/10.png	(from http://pospal.com.au/wp-content/themes/appai/assets/css/style.css?ver=5.3.6)
12:53:06	115467/115467	---M--	200	added ('OK')	image/jpeg	etag:%221c30b-5909a33aea480%22	http://pospal.com.au/wp-content/themes/appai/assets/img/bg/5.jpg	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/themes/appai/assets/img/bg/5.jpg	(from http://pospal.com.au/wp-content/themes/appai/assets/css/style.css?ver=5.3.6)
12:53:07	4984/4984	---M--	200	added ('OK')	image/png	etag:%221378-5c5e028529b48%22	http://pospal.com.au/wp-content/plugins/kingcomposer/assets/frontend/images/loader.png	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/kingcomposer/assets/frontend/images/loader.png	(from http://pospal.com.au/wp-content/plugins/kingcomposer/assets/frontend/css/kingcomposer.min.css?ver=2.9.6)
12:53:08	3710/3710	---M--	200	added ('OK')	image/gif	etag:%22e7e-5c5e02852a84d%22	http://pospal.com.au/wp-content/plugins/kingcomposer/assets/frontend/images/loading.gif	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/kingcomposer/assets/frontend/images/loading.gif	(from http://pospal.com.au/wp-content/plugins/kingcomposer/assets/frontend/css/kingcomposer.min.css?ver=2.9.6)
12:53:09	1894/1894	---M--	200	added ('OK')	image/gif	etag:%22766-5c5e028529b48%22	http://pospal.com.au/wp-content/plugins/kingcomposer/assets/frontend/images/fb_loading.gif	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/kingcomposer/assets/frontend/images/fb_loading.gif	(from http://pospal.com.au/wp-content/plugins/kingcomposer/assets/frontend/css/kingcomposer.min.css?ver=2.9.6)
12:53:09	106869/106869	---M--	200	added ('OK')	image/jpeg	etag:%221a175-5909a33aea480%22	http://pospal.com.au/wp-content/themes/appai/assets/img/bg/6.jpg	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/themes/appai/assets/img/bg/6.jpg	(from http://pospal.com.au/wp-content/themes/appai/assets/css/style.css?ver=5.3.6)
12:53:09	1061/1061	---M--	200	added ('OK')	image/png	etag:%22425-5c5e028529b48%22	http://pospal.com.au/wp-content/plugins/kingcomposer/assets/frontend/images/icon-remove.png	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/kingcomposer/assets/frontend/images/icon-remove.png	(from http://pospal.com.au/wp-content/plugins/kingcomposer/assets/frontend/css/kingcomposer.min.css?ver=2.9.6)
12:53:12	41240/41240	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Apr%202022%2002:53:16%20GMT	https://i.ibb.co/L1VYdKg/bg-1-1.jpg	C:/My%20Web%20Sites/taptouch/i.ibb.co/L1VYdKg/bg-1-1.jpg	(from http://pospal.com.au/wp-content/uploads/elementor/css/post-16582.css?ver=1649918580)
12:53:18	53572/53572	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22d144-5c5e028528e43%22	http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/Simple-Line-Icons.eot?-i3a2kk	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/Simple-Line-Icons4c82.eot	(from http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.9.6)
12:53:18	53572/53572	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22d144-5c5e028528e43%22	http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/Simple-Line-Icons.eot?	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/Simple-Line-Iconsd41d.eot	(from http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.9.6)
12:53:19	197492/197492	---M--	200	added ('OK')	image/svg+xml	etag:%2230374-5c5e028528e43%22	http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/Simple-Line-Icons.svg?	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/Simple-Line-Iconsd41d.svg	(from http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.9.6)
12:53:21	53368/53368	---M--	200	added ('OK')	application/font-sfnt	etag:%22d078-5c5e02852813d%22	http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/Simple-Line-Icons.ttf	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/Simple-Line-Icons.ttf	(from http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.9.6)
12:53:25	32694/32694	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%227fb6-5c5e028528e43%22	http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/et-line.eot	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/et-line.eot	(from http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.9.6)
12:53:27	32694/32694	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%227fb6-5c5e028528e43%22	http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/et-line.eot?	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/et-lined41d.eot	(from http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.9.6)
12:53:28	53444/53444	---M--	200	added ('OK')	application/font-woff	etag:%22d0c4-5c5e02852813d%22	http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/Simple-Line-Icons.woff	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/Simple-Line-Icons.woff	(from http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.9.6)
12:53:30	175537/175537	---M--	200	added ('OK')	image/svg+xml	etag:%222adb1-5c5e02852813d%22	http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/et-line.svg	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/et-line.svg	(from http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.9.6)
12:53:34	32536/32536	---M--	200	added ('OK')	application/font-sfnt	etag:%227f18-5c5e02852813d%22	http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/et-line.ttf	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/et-line.ttf	(from http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.9.6)
12:53:35	55220/55220	---M--	200	added ('OK')	application/font-woff	etag:%22d7b4-5c5e02852813d%22	http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/et-line.woff	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/et-line.woff	(from http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.9.6)
12:53:36	44068/44068	---M--	200	added ('OK')	text/html	etag:%22ac24-5c5e028528e43%22	http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/fa-solid-900.woff2	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/fa-solid-900.html	(from http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.9.6)
12:53:46	55484/55484	---M--	200	added ('OK')	application/font-woff	etag:%22d8bc-5c5e028528e43%22	http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/fa-solid-900.woff	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/fa-solid-900.woff	(from http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.9.6)
12:53:50	115148/115148	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221c1cc-5c5e028528e43%22	http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/fa-solid-900.eot	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/fa-solid-900.eot	(from http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.9.6)
12:53:54	420283/420283	---M--	200	added ('OK')	image/svg+xml	etag:%22669bb-5c5e028528e43%22	http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/fa-solid-900.svg	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/fa-solid-900.svg	(from http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.9.6)
12:53:56	115148/115148	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221c1cc-5c5e028528e43%22	http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/fa-solid-900.eot?	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/fa-solid-900d41d.eot	(from http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.9.6)
12:53:57	55144/55144	---M--	200	added ('OK')	text/html	etag:%22d768-5c5e02852813d%22	http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/fa-brands-400.html	(from http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.9.6)
12:54:07	114928/114928	---M--	200	added ('OK')	application/font-sfnt	etag:%221c0f0-5c5e02852813d%22	http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/fa-solid-900.ttf	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/fa-solid-900.ttf	(from http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.9.6)
12:54:11	99704/99704	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2218578-5c5e02852813d%22	http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/fa-brands-400.eot	(from http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.9.6)
12:54:14	99704/99704	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2218578-5c5e02852813d%22	http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/fa-brands-400.eot?	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/fa-brands-400d41d.eot	(from http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.9.6)
12:54:18	511707/511707	---M--	200	added ('OK')	image/svg+xml	etag:%227cedb-5c5e028528e43%22	http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/fa-brands-400.svg	(from http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.9.6)
12:54:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Apr%202022%2002:54:17%20GMT	http://pospal.com.au/taptouch/c	C:/My%20Web%20Sites/taptouch/pospal.com.au/taptouch/c	(from https://connect.facebook.net/en_US/fbevents.js)
12:54:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Apr%202022%2002:54:19%20GMT	http://pospal.com.au/taptouch/b	C:/My%20Web%20Sites/taptouch/pospal.com.au/taptouch/b	(from https://connect.facebook.net/en_US/fbevents.js)
12:54:23	64392/64392	---M--	200	added ('OK')	application/font-woff	etag:%22fb88-5c5e028528e43%22	http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/fa-brands-400.woff	(from http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.9.6)
12:54:23	48474/48474	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Apr%202022%2002:54:19%20GMT	http://pospal.com.au/taptouch/POST	C:/My%20Web%20Sites/taptouch/pospal.com.au/taptouch/POST	(from https://connect.facebook.net/en_US/fbevents.js)
12:54:28	99468/99468	---M--	200	added ('OK')	application/font-sfnt	etag:%221848c-5c5e028528e43%22	http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/plugins/kingcomposer/assets/css/fonts/fa-brands-400.ttf	(from http://pospal.com.au/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.9.6)
12:54:32	645738/645738	---M--	200	added ('OK')	image/jpeg	etag:%229da6a-5909a33aea480%22	http://pospal.com.au/wp-content/themes/appai/assets/img/bg/9.jpg	C:/My%20Web%20Sites/taptouch/pospal.com.au/wp-content/themes/appai/assets/img/bg/9.jpg	(from http://pospal.com.au/wp-content/themes/appai/assets/css/style.css?ver=5.3.6)
